NACA 0008 Airfoil M=0.0% P=0.0% T=8.0%
  1.000000 -0.000000
  0.999013  0.000096
  0.996057  0.000381
  0.991144  0.000853
  0.984292  0.001507
  0.975528  0.002334
  0.964888  0.003327
  0.952414  0.004473
  0.938153  0.005762
  0.922164  0.007180
  0.904508  0.008714
  0.885257  0.010349
  0.864484  0.012070
  0.842274  0.013863
  0.818712  0.015713
  0.793893  0.017603
  0.767913  0.019519
  0.740877  0.021445
  0.712890  0.023365
  0.684062  0.025264
  0.654508  0.027124
  0.624345  0.028929
  0.593691  0.030661
  0.562667  0.032303
  0.531395  0.033836
  0.500000  0.035241
  0.468605  0.036500
  0.437333  0.037593
  0.406309  0.038503
  0.375655  0.039212
  0.345492  0.039705
  0.315938  0.039965
  0.287110  0.039981
  0.259123  0.039742
  0.232087  0.039242
  0.206107  0.038475
  0.181288  0.037439
  0.157726  0.036138
  0.135516  0.034575
  0.114743  0.032758
  0.095492  0.030699
  0.077836  0.028410
  0.061847  0.025906
  0.047586  0.023202
  0.035112  0.020315
  0.024472  0.017262
  0.015708  0.014059
  0.008856  0.010719
  0.003943  0.007256
  0.000987  0.003680
  0.000000  0.000000
  0.000987 -0.003680
  0.003943 -0.007256
  0.008856 -0.010719
  0.015708 -0.014059
  0.024472 -0.017262
  0.035112 -0.020315
  0.047586 -0.023202
  0.061847 -0.025906
  0.077836 -0.028410
  0.095492 -0.030699
  0.114743 -0.032758
  0.135516 -0.034575
  0.157726 -0.036138
  0.181288 -0.037439
  0.206107 -0.038475
  0.232087 -0.039242
  0.259123 -0.039742
  0.287110 -0.039981
  0.315938 -0.039965
  0.345492 -0.039705
  0.375655 -0.039212
  0.406309 -0.038503
  0.437333 -0.037593
  0.468605 -0.036500
  0.500000 -0.035241
  0.531395 -0.033836
  0.562667 -0.032303
  0.593691 -0.030661
  0.624345 -0.028929
  0.654508 -0.027124
  0.684062 -0.025264
  0.712890 -0.023365
  0.740877 -0.021445
  0.767913 -0.019519
  0.793893 -0.017603
  0.818712 -0.015713
  0.842274 -0.013863
  0.864484 -0.012070
  0.885257 -0.010349
  0.904508 -0.008714
  0.922164 -0.007180
  0.938153 -0.005762
  0.952414 -0.004473
  0.964888 -0.003327
  0.975528 -0.002334
  0.984292 -0.001507
  0.991144 -0.000853
  0.996057 -0.000381
  0.999013 -0.000096
  1.000000  0.000000
