NACA 0016 Airfoil M=0.0% P=0.0% T=16.0%
  1.000000 -0.000000
  0.999013  0.000191
  0.996057  0.000762
  0.991144  0.001707
  0.984292  0.003014
  0.975528  0.004668
  0.964888  0.006653
  0.952414  0.008946
  0.938153  0.011524
  0.922164  0.014360
  0.904508  0.017428
  0.885257  0.020698
  0.864484  0.024141
  0.842274  0.027727
  0.818712  0.031426
  0.793893  0.035206
  0.767913  0.039038
  0.740877  0.042890
  0.712890  0.046731
  0.684062  0.050528
  0.654508  0.054248
  0.624345  0.057858
  0.593691  0.061323
  0.562667  0.064606
  0.531395  0.067672
  0.500000  0.070482
  0.468605  0.072999
  0.437333  0.075186
  0.406309  0.077006
  0.375655  0.078425
  0.345492  0.079409
  0.315938  0.079930
  0.287110  0.079962
  0.259123  0.079485
  0.232087  0.078484
  0.206107  0.076949
  0.181288  0.074878
  0.157726  0.072275
  0.135516  0.069149
  0.114743  0.065517
  0.095492  0.061398
  0.077836  0.056820
  0.061847  0.051811
  0.047586  0.046404
  0.035112  0.040630
  0.024472  0.034524
  0.015708  0.028117
  0.008856  0.021438
  0.003943  0.014512
  0.000987  0.007361
  0.000000  0.000000
  0.000987 -0.007361
  0.003943 -0.014512
  0.008856 -0.021438
  0.015708 -0.028117
  0.024472 -0.034524
  0.035112 -0.040630
  0.047586 -0.046404
  0.061847 -0.051811
  0.077836 -0.056820
  0.095492 -0.061398
  0.114743 -0.065517
  0.135516 -0.069149
  0.157726 -0.072275
  0.181288 -0.074878
  0.206107 -0.076949
  0.232087 -0.078484
  0.259123 -0.079485
  0.287110 -0.079962
  0.315938 -0.079930
  0.345492 -0.079409
  0.375655 -0.078425
  0.406309 -0.077006
  0.437333 -0.075186
  0.468605 -0.072999
  0.500000 -0.070482
  0.531395 -0.067672
  0.562667 -0.064606
  0.593691 -0.061323
  0.624345 -0.057858
  0.654508 -0.054248
  0.684062 -0.050528
  0.712890 -0.046731
  0.740877 -0.042890
  0.767913 -0.039038
  0.793893 -0.035206
  0.818712 -0.031426
  0.842274 -0.027727
  0.864484 -0.024141
  0.885257 -0.020698
  0.904508 -0.017428
  0.922164 -0.014360
  0.938153 -0.011524
  0.952414 -0.008946
  0.964888 -0.006653
  0.975528 -0.004668
  0.984292 -0.003014
  0.991144 -0.001707
  0.996057 -0.000762
  0.999013 -0.000191
  1.000000  0.000000
